Index,Account Id,Lead Owner,First Name,Last Name,Company,Phone 1,Phone 2,Email 1,Email 2,Website,Source,Deal Stage,Notes
35.82498604764917,Ea46ff9A38aF47B,Scott Bean,Maria,Archer,Howard-Ballard,490-675-8269,886.844.1647,ebecker@greer.com,savannahhanson@mullen-avery.org,https://www.espinoza.com/,LinkedIn Outreach,Proposal Sent,Learn much executive current close include.
37.561840710009726,0bAd3ddED336Acb,Sean Swanson,Fernando,Cantu,Rush-Martin,+1-665-337-0093,418.842.9636,crossalicia@oneill-decker.info,csimon@massey.com,https://www.melton.com/,Other,Closed Lost,Memory go full score particularly day direction.
39.09828863947723,AF4EFA79d8dE3eF,Melanie Spencer,Dana,Ramsey,Lin-Lawson,595-914-2510,(919)818-6874x4199,jonestami@winters.biz,wmercer@cantrell.biz,http://www.haney.info/,Direct Traffic,Qualified,Fish clearly moment senior they range.
39.904332821456656,FE88BE947cF3A74,Betty Ferrell,Nathan,Knox,Castaneda-Mcpherson,731.284.5600,+1-644-638-8164x81688,jacqueline56@sloan.org,wgrimes@bentley.net,http://www.kelly.net/,Networking Event,New Lead,Bar power deal at place national.
40.02492305448908,fD3FdCbb4163bD6,Warren Santos,Sonya,Rivers,Church-Dunn,675-626-8100,415-391-9866x1417,ycoleman@wright.com,joannehamilton@hernandez.com,http://stevenson.net/,Webinars,Contacted,Two across evening attack.
42.002977234361445,3fEd0Bc91FdC93c,Herbert George,Eileen,Pruitt,"Strong, Cole and Hanson",737-308-8613x68510,(428)260-4038,courtney50@farley.com,rwoods@ochoa-beltran.org,http://livingston.biz/,Purchased List,Proposal Sent,Receive society sign keep.
42.96424988513265,Bcf0BFa6002cc9f,Gabriel Morse,Kerry,Hampton,Mclean-Huang,(222)434-5379,+1-603-727-0592x3524,lonniebradford@gregory.org,connie75@barnett.com,https://haley.com/,Facebook Ads,Re-engagement,Mr situation few present.
43.39368857977268,422dcDabc79d4AE,Leroy Daugherty,Kelsey,Bird,Cain PLC,420.757.7936,254-398-4561,colinlynn@peck.com,tmayer@brennan.com,https://www.hanna.info/,Retargeting Ads,Negotiation,Including share including open story heavy.
47.29777456417963,CB10FbDc2824158,Melanie Burns,Krystal,Gross,Terrell PLC,928-787-1632x270,417-834-8220x406,stanleyanna@ho.com,kylie69@chaney.org,https://cook-ellison.info/,Chatbot,Closed Won,Mouth car Republican compare responsibility miss.
45.748749210484554,699BCBDF5ABc6E8,Mackenzie Lee,Chelsey,Walsh,"Haynes, Navarro and Huynh",345.399.7387x26399,4789076521,russell57@vaughn.com,valerie44@odom.com,https://buck.biz/,Cold Call,Closed Won,Daughter let draw statement especially.
47.825272323741935,c2B7a4cDe2b4cBC,Brittany Taylor,Tom,Santana,Robbins Inc,001-740-514-4271x34158,731.583.0166x345,brent06@shepard.com,cjenkins@cisneros-espinoza.com,http://paul.com/,Other,Re-engagement,Three material beautiful old relate find agent right.
47.80883721808902,04f8af59C5455b1,Reginald Tanner,Cristian,Morrison,King-Lee,+1-373-994-7902x8449,213-282-0962x180,prich@chavez.net,fmoon@espinoza-branch.com,https://mullen.net/,Referral,On Hold,Process form identify course.
47.43719615757219,69c947a73d64ebA,Jesus Nelson,Rita,Tapia,Levy PLC,843.331.3124x233,484-806-0008,chelsey56@cisneros-cowan.com,briannamcfarland@gomez.biz,https://castaneda.com/,Direct Traffic,Re-engagement,Kind loss side little success.
48.76014414021905,29Db24dCDfEdBCC,Sonia Davenport,Trevor,Malone,Saunders-Mcdowell,458-704-8204x9179,001-856-567-8658x7279,curtis83@mendez.com,mike54@kim.com,http://strong.com/,Referral,Disqualified,Mind check everyone yes mention service.
51.26269994323642,88fce7daf30B5BD,Ross Hood,Peter,Obrien,"Martin, Cooley and Conway",341.496.1894x567,795-465-4854x361,mpaul@boyle.com,andresbutler@arroyo.net,http://pacheco.org/,Google Ads,Closed Won,Necessary option receive.
50.796537457314,0549BeaA2313498,Paul Lara,Craig,Friedman,"Hanna, Briggs and Barnes",608.261.2182x9687,+1-810-886-2810x34324,dawnblake@pugh.com,obrooks@nash.com,https://cuevas.info/,Podcast,Qualified,At accept trial send.
53.5237650001059,fA4ECd15eb281F8,Juan Lowery,Lindsay,Eaton,Dennis-Shaffer,(358)813-8423,230.277.0123x09169,simpsonsheila@gentry-hawkins.biz,amoore@walls.com,http://bradley.com/,Cold Call,Closed Lost,Race amount both kid last.
55.92627872826074,C03491Db1c7BeF3,Vanessa Boyle,April,Barrera,"Tran, Haney and Torres",+1-831-983-1785x689,647.520.0029x2095,claudia35@ortiz.net,garrettmadison@lopez.com,https://wolfe.com/,Cold Email,Re-engagement,Site beautiful choose government go.
55.30851214761413,7AaCddcfeEFC467,Steve Munoz,Devin,Hess,"Cortez, Coffey and Martin",591.429.4983,001-752-753-9075,jim74@rich.com,oscarrollins@holland-larson.net,http://rios.com/,Organic Search (SEO),New Lead,Operation total end space.
56.47931984479056,6D67a25aAAab7C0,Connie Cervantes,Hector,Rivera,Bernard-Carney,317-243-6638x7314,(860)448-8592x801,hensleyeduardo@coleman.com,tim20@moses-maynard.net,https://www.yoder.com/,Social Media,Closed Won,Family nation inside appear miss.
58.09173783263629,D53411119C1A5Ac,Gary Calderon,Todd,Hodges,Bernard Inc,+1-955-979-8896x185,(250)565-2329,masonjoann@johnson.com,patricia60@reyes-pitts.org,http://www.jefferson.com/,Chatbot,Disqualified,Major dinner room get activity.
58.25024432746781,1bEAEdDA3Eca3C2,Sierra Berry,Lee,Kirby,"Hester, Fletcher and Doyle",+1-910-302-5367x3566,341.825.0986x5913,parkertara@kidd.com,brianayoder@pierce.com,https://hughes-robertson.net/,Partner Program,Qualified,Deep economy chance source.
58.87119686875765,bBed9e5aBBC011F,Morgan Mercer,George,Downs,Hubbard Ltd,(506)582-0748x241,232-647-8609x97025,jessica29@schmidt.com,ghaas@barton.info,https://www.holland.com/,Cold Email,Closed Won,Responsibility before sister full lay leave west.
62.09450823309826,C12C0a43A8dbaC8,Jodi Allison,Jackson,Soto,"Mayer, Donaldson and Bradford",(856)659-0018,778.881.0815,dean95@williamson.com,urangel@marquez-graves.com,http://mcgee-stanton.biz/,Direct Traffic,On Hold,Choice scientist audience.
61.11569940536929,5ebdAC98BcE4B55,Hailey Braun,Summer,Watkins,Mays-Mayo,001-790-665-4340x7329,001-477-519-8904x85550,jermaineleon@clayton-barber.com,vross@monroe-fisher.com,https://www.ochoa.com/,Social Media,Contacted,Radio have small country money finally sport nearly.
61.811826750369775,6b3A57b2BC6d441,Paige Morrison,Tanya,Hendricks,Pugh Ltd,479.432.5160,6744707600,petersenjody@hendricks.com,sandralawson@woodard.info,http://www.torres-hayden.com/,Social Media,Closed Won,Mention owner stop ahead factor speech.
61.87125199525904,fD3Ed2683A33Ec1,Derek Sharp,Karina,Bailey,Rodgers-Nolan,(892)708-1412,001-619-739-7786x3070,stanleyanna@ho.com,roger56@lopez.com,https://carlson-chandler.info/,Facebook Ads,New Lead,High moment mind ten political head explain chair.
60.98200919608281,3DF23Fb9A2b7458,Ruben House,Craig,Nixon,Walsh-Thornton,848.437.1167,(809)340-7163,deanna97@calhoun-wade.com,cole90@gibbs.info,http://www.allison.net/,LinkedIn Outreach,Closed Won,Off boy rise.
65.17815551450114,Db033e1eb4eb65c,Joann May,Bob,Carson,Patrick PLC,765.709.1465x6302,503-968-5679x3983,isabella95@myers.com,lawsonevan@donaldson.com,https://robinson.net/,Networking Event,Closed Lost,Debate large million ball natural owner.
65.05148421748925,Accd0949D6aa9A9,Mindy Raymond,Samantha,Schneider,Camacho-Bell,001-332-888-7365x1614,4784328677,hensonconnie@mueller.info,glenkirk@wu-burns.net,https://www.king.com/,Cold Call,Negotiation,Operation many radio it.
65.8901489269193,E6a6c633B4AD579,Joan Meyers,Tammie,Castillo,"Haynes, Ibarra and Meza",(799)283-9649x306,(582)324-3834x23717,fitzgeraldmarcus@garza.com,dtanner@atkinson.info,https://www.chan.com/,Organic Search (SEO),Qualified,Now room general.
68.75816050417872,D2FCE39fC51EabD,Edgar Vaughan,Dale,Munoz,"Christensen, Skinner and Marquez",001-682-406-1154,582.539.7977x571,jonathonadkins@conner.com,harry44@oneill.com,http://johnson.net/,Cold Call,Re-engagement,Young end imagine maybe child vote strong.
70.55492328373757,ade26a40C896249,Stacey Schmitt,Omar,Lara,Mcmahon-Boyer,550-618-1750,001-603-805-8990,conwaybobby@abbott.org,mikewilliams@wong.info,http://harris.com/,Purchased List,Contacted,Any father strong accept size true.
69.94213930511582,A2CF23A886222Ee,Morgan Mercer,Leslie,Sellers,Bell LLC,001-898-555-8732,873-483-0333,crose@rowe.com,huertagavin@pierce-whitaker.org,https://www.ellison-horton.com/,Google Ads,Re-engagement,Job special ten green seek police.
70.99089702125696,Dfd0b4EFef38A6C,Dominique Coleman,Troy,Kaufman,Villegas-Case,+1-201-649-6524x2543,9569481124,suttonevan@bush.org,stevensongene@carpenter-patrick.com,http://www.blevins.info/,Networking Event,Negotiation,Culture full make middle safe.
72.18365611547678,de44F9E89C79f43,Natalie Hunter,Evan,Larsen,"Wiggins, Crawford and Lowe",8312687666,615-353-0116x3092,ochoalevi@osborn.info,qbowman@page.com,https://butler-wall.com/,Partner Program,Disqualified,Order cold morning at.
74.05256898038189,e4e93CA2a98ace6,Kirk Salinas,Clifford,Good,Vincent Inc,501.305.5827,314.466.4967,nancy89@robbins.com,vickie14@woodard.com,http://david.info/,Cold Call,Proposal Sent,Light win opportunity begin bill past.
72.55625634829308,086044aEbfEF86F,Rodney Sexton,Darin,Giles,"Christensen, Skinner and Marquez",573.560.4098,527-815-2921x233,gordon08@barron.info,tabithasalazar@robbins.com,https://www.castro-dougherty.com/,Networking Event,Proposal Sent,Professor sound relationship evening realize.
75.0842756890149,3DAFAcE7ffCCfbf,Jack Levy,Nichole,Pace,"Delacruz, Gates and Gordon",+1-352-776-0179x43707,(465)751-2649x9889,caseyritter@reeves-pollard.net,george92@thornton-rush.com,http://www.keller.com/,Website Form,Closed Lost,Wait half ready every.
75.94350146366999,768f6119D75FCcc,Collin Hatfield,Carly,Munoz,Santos-Melton,(449)553-7194,(354)762-2176x65569,gjackson@miller-wheeler.biz,reynoldsnathaniel@reese.com,http://burch.info/,Facebook Ads,On Hold,About woman size really.
76.00890645779562,AECAfAf5c5bA3ef,Claire Beasley,Wyatt,Burch,Best PLC,966-366-4025x41184,(627)889-5685x990,phelpsclinton@cantrell.org,amoore@walls.com,https://harmon.com/,Referral,Closed Lost,Hundred agent full cup fish catch.
79.1026588611321,19Ec6dbDe131eEC,Philip Hudson,Ross,Carpenter,Harrell LLC,723-528-5470x9123,+1-403-248-8012x675,tracysmall@cantrell.biz,mullenallen@avila.com,http://www.mata-nichols.com/,Google Ads,Disqualified,Leader street we.
79.37439701326312,bb3A0Dd8cdd2B15,Toni Duncan,Jerry,Baldwin,Good Inc,+1-720-969-2251x0042,(866)673-8105x48975,francesrubio@abbott.com,miranda53@nichols.org,https://www.krause.com/,Chatbot,Negotiation,Writer probably position nice early police whatever kind.
79.46166923531989,3F3EC2aCA2cdfDA,Keith Vega,Shawn,Jennings,Dunlap LLC,6527391701,+1-680-532-7644,duanecisneros@hobbs-carr.com,jeandickerson@lane-houston.com,https://www.choi-schwartz.com/,Other,Proposal Sent,Card away whether center film.
81.25976732327241,Cbb2C8D2FfA7aEe,Gary Deleon,Tony,White,"Burns, Johns and Doyle",679-672-1469x13954,+1-780-820-3556x751,bradfordcharlotte@shields.info,watsonalfred@davidson-mooney.net,https://www.mccoy.com/,Webinars,Closed Won,Attention guess detail since water.
81.08293149686662,daBdd6F61D55da4,Ryan Hopkins,Shannon,Acevedo,"Gibbs, Collins and Patterson",001-295-555-5702,(346)592-0155,deanmccormick@hutchinson-garrison.com,dcollier@schmidt-mullins.com,http://mueller-porter.com/,Other,Disqualified,Plan though read certain modern deal.
82.97638900026702,62cC1E5Ac2Eb532,Cesar Warren,Ryan,Krause,"Hanson, Hebert and Garcia",4839685105,(891)639-1264,lmckay@long-boyle.com,qmorrison@gibson.biz,http://cunningham.com/,Facebook Ads,Disqualified,By space military much suffer successful window into.
85.60132134942143,A727DccF6AEabf4,Kara Hull,Meghan,Beasley,Williamson-Weiss,(395)627-1922,811-770-9185,vdavidson@hughes.com,hayden45@boone-choi.com,http://www.keller.com/,Podcast,Closed Lost,Often pick born ever attack office.
86.02007838416111,FAABA8ffdDBA9bD,Kristin Dunn,Brendan,Madden,"Casey, Garner and Hatfield",(726)649-3690,544.525.4273x58164,jshepherd@camacho.biz,ygross@rios.net,http://www.mcmillan.com/,Referral,Proposal Sent,Arm north health.
87.0978740029194,Cb9fFdAb91f12D9,Nicole Allen,Mallory,Orr,"Paul, Ali and Rasmussen",9326573179,816-930-7673,landrade@zamora.net,collin06@shaffer.biz,https://www.harrington-aguirre.com/,Podcast,Negotiation,Something participant policy cultural leave dark almost.
87.11785295084715,0b363AA4eAA64e6,Collin Lozano,Arthur,Gilbert,Hebert LLC,843-760-4717x66189,(470)984-2376,terrellkelli@dillon-pierce.net,jeremyhunt@rojas.com,http://lang.biz/,Retargeting Ads,New Lead,Analysis again others support.
87.49684914288414,D0A1fE736AB17D8,April Cantu,Brittany,Hess,Strickland-Colon,001-495-929-1716x6067,(821)419-3023x9172,jimmynichols@mcbride.net,cowen@hensley.com,https://www.duarte.info/,Other,Contacted,Figure effect board.
87.8137953925014,5cAf1a984B7D02c,Steven Barrett,Kristy,Estrada,Oneal Ltd,497.324.5305x6694,924-666-4580,franklinfrye@melton.biz,aewing@holloway.info,https://www.mckenzie.biz/,Podcast,New Lead,Brother at size say teach where.
90.49807281046503,F8Df3c21E3e89b4,Sydney Dominguez,Fernando,Franklin,Blackwell Group,(897)306-4055x57325,001-512-223-5929x35625,bwalter@deleon-leach.biz,gail24@fields.org,http://roth-cross.com/,Content Marketing,Closed Lost,Home bed production between TV reduce similar.
90.79053539660657,00becCCeaBF92F0,Connie Watkins,Don,Leon,"Patton, Arias and Mullins",+1-294-739-4807,347-816-1041x9224,earlosborn@wilkerson-grant.com,gutierrezkristina@leon-ashley.com,http://lynn.biz/,LinkedIn Outreach,New Lead,Stage far evening tree marriage out.
91.87434122901303,e2d5FAd408f4ea4,Eileen Dyer,Evan,Parks,"Bolton, Carr and Hart",808.836.3447x114,499.968.4808x59992,christiankellie@moyer.info,evanstevens@avery.info,http://chapman.com/,Chatbot,Negotiation,Response book edge window.
92.8758106315977,8FcF40F52bE31bA,Wayne Aguirre,Jake,Fitzpatrick,"Gilmore, Park and Woodward",386.944.6783x147,(398)756-5472x223,hoffmanlydia@giles-jackson.org,maurice95@steele.com,http://lyons-york.com/,Podcast,Closed Won,Level serious network at early.
92.90720626131552,9e8a058fb378ded,Lorraine Blankenship,Timothy,Boone,Dorsey-Benitez,+1-201-649-6524x2543,250-376-2854x94663,brendandalton@leonard-gamble.org,christinapark@rangel-moody.biz,http://walls.net/,Networking Event,Qualified,Option imagine both civil vote.
95.01850175046812,AeBdC072578242D,Jackson Short,Tonya,Herring,Mclean-Huang,(529)623-8110x8765,001-207-355-9261x95374,rmartinez@mcneil-bowman.com,qpace@lamb.net,https://www.newton-dominguez.info/,Networking Event,Contacted,Space live debate beautiful treatment significant benefit.
95.52038585780532,09a32fB43F8B4Ae,Dan Griffith,Pam,Turner,"Huang, Hoffman and Juarez",9326573179,+1-899-266-5862,carterdevon@ponce-burgess.biz,jross@jones.net,http://hood.com/,Content Marketing,New Lead,Letter history degree sign.
95.95413886710863,5B6A71De6fA42eC,Carolyn Farrell,Clayton,Blackburn,Berry-Rush,+1-394-835-8635,001-265-207-4751x522,oandrews@estes.info,barnesderrick@haas-mcneil.com,http://schaefer.com/,Chatbot,Closed Lost,Plant area more own two her impact.
96.91951842942716,c083Bfab9Aee4C6,Melanie Spencer,Derrick,Larsen,Pope and Sons,001-826-593-7127x747,(946)846-4891x4171,kelleymiranda@walls.biz,gainesashley@marshall.com,http://hobbs.com/,Trade Show,Qualified,Improve doctor human bed region bag mission thus.
98.69104852449041,86Eec1330eb6f93,Lacey Yoder,Xavier,Stone,Hurley-Johnston,+1-462-852-1493x914,463-317-3601x16967,steve94@johnson-newman.biz,stephaniepark@hart.com,https://www.mitchell.biz/,Website Form,Negotiation,School security tell finish test perhaps someone.
101.39626545037933,aEf8EfaE37F78cA,Katelyn Terry,Brady,Guerra,Melendez-Yates,(452)667-7703x7319,(861)447-8213x0817,melvinwhitaker@carlson-ortega.com,keith56@farrell-steele.com,https://www.howard.info/,Podcast,New Lead,Team listen chance writer.
104.02687040890719,8d9EEE7E9efe295,Derrick Gaines,Lacey,Ferguson,Guzman and Sons,001-871-489-5069x6104,001-361-966-3449x897,jshepherd@camacho.biz,mpearson@hurley-hays.com,https://hahn.com/,Podcast,Re-engagement,Though billion radio science expect official.
101.84241606454744,A6Afa9D53BF1bD4,Gavin Reilly,Victoria,Oliver,Flores-Lane,458-704-8204x9179,703.520.5995x395,howardjensen@savage.com,alexanderelijah@jimenez.org,https://collins.com/,Chatbot,On Hold,Risk reveal take fire bad care.
101.09489188571406,82bB74E20bcc24C,Heather Frey,Nina,Sosa,Strickland-Colon,001-760-962-2812x115,825-935-0453x302,vickie39@bennett-blake.info,maurice95@steele.com,http://patrick-mccoy.com/,Google Ads,Negotiation,Control long dream human everything think wish.
105.23289849958799,cBb574CccB85D1B,Eduardo Hooper,Jenny,Lawson,Hudson-Sparks,(346)864-9992,(509)280-6450x4015,cartertammy@zavala-morse.com,hcalderon@gould.biz,https://tyler.biz/,Social Media,Qualified,Born politics street rise meet.
106.98567170631755,0412EaE3EcEaC64,Carrie Mathis,Julie,Ross,Romero PLC,001-547-776-5530x05590,4472689789,jcosta@ryan.biz,karibaldwin@hodges-ellison.com,https://www.singleton-miller.com/,Cold Call,New Lead,Visit over each interview draw.
103.34362045385757,190CcE9e7F75ce2,Edgar Koch,Derrick,Henderson,Carr-Erickson,973.657.8939x553,(721)964-7961,montesamanda@shah.org,mike52@fry.com,https://www.winters.com/,Facebook Ads,Closed Lost,Young take middle care market others as.
